Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model
20180805X60932,ANC18FA063,2018-08-05,"Talkeetna, AK",Fatal,N323KT,1.0,Reciprocating,5.0,0.0,0.0,0.0,Dehavilland: DHC-2
20180810X31115,ANC18LA064,2018-08-07,"Iliamna, AK",Non-Fatal,N7379U,1.0,Reciprocating,0.0,0.0,0.0,1.0,Cessna: 207
20180905X20152,DCA18WA284,2018-08-08,"Lahore, Pakistan",,AP-BID,,,0.0,0.0,0.0,0.0,Boeing: 777
20210921103921,DCA21WA225,2018-08-09,"Istanbul, Turkey",,CN-RGT,,,0.0,0.0,0.0,0.0,Boeing: 787
20180813X11107,DCA18IA265,2018-08-11,"Philadelphia, PA",Non-Fatal,N619A,2.0,Turbo Fan,0.0,0.0,0.0,7.0,Gulfstream: G IV
20180905X90334,DCA18CA283,2018-08-13,"Los Angeles, CA",Non-Fatal,N204HA,2.0,Turbo Fan,0.0,0.0,0.0,197.0,Airbus: A321-271N
20180816X12400,GAA18CA492,2018-08-15,"Ambler, AK",Non-Fatal,N9949N,1.0,Reciprocating,0.0,0.0,0.0,2.0,Cessna: 180
20180822X63135,DCA18WA271,2018-08-15,"Narrandera, Australia",,VH-XMO,,,0.0,0.0,0.0,0.0,Boeing: 737
20180816X11804,GAA18CA491,2018-08-16,"Barter Island, AK",Non-Fatal,N206JM,1.0,Reciprocating,0.0,1.0,0.0,0.0,Cessna: U206
20180816X71632,DCA18WA268,2018-08-16,"Manila, Philippines",,B-5498,,,0.0,0.0,0.0,0.0,Boeing: 737
20180828X64220,ANC18LA067,2018-08-18,"Pedro Bay, AK",Non-Fatal,N441GR,,Reciprocating,0.0,0.0,0.0,6.0,Cessna: U206
20180904X20845,DCA18WA280,2018-08-18,"Los Cabos, Mexico",,N337PJ,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 737
20190222X90048,DCA18WA314,2018-08-19,"Callao, Peru",Non-Fatal,N404AV,2.0,Turbo Prop,0.0,0.0,0.0,64.0,Dehavilland: DHC8
20180904X14428,DCA18WA278,2018-08-20,"Tapachula, Mexico",,N535VL,,,0.0,0.0,0.0,0.0,Airbus: A321-271N
20180904X15812,DCA18WA279,2018-08-20,"Guadalajara, Mexico",,N520AM,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 737
20180828X94249,DCA18CA272,2018-08-24,"Philadelphia, PA",Non-Fatal,EI-LBT,,,0.0,0.0,0.0,177.0,Boeing: 757
20180912X15121,CEN18WA379,2018-08-29,"Belize City, Bahrain",Non-Fatal,N3073W,1.0,Reciprocating,0.0,0.0,0.0,1.0,Piper: PA32
20180922X70352,DCA18WA287,2018-08-30,"Hong Kong, Hong Kong",Non-Fatal,N415MC,,,0.0,0.0,0.0,3.0,Boeing: 747
20180901X54734,DCA18WA277,2018-09-01,"Sochi, Russia",Non-Fatal,VQ-BJI,,,0.0,6.0,0.0,166.0,Boeing: 737
20180907X10419,DCA18LA285,2018-09-06,"New York, NY",Non-Fatal,N173AN,2.0,Turbo Fan,0.0,0.0,1.0,112.0,Boeing: 757
20180913X21320,ENG18IA036,2018-09-06,"Atlanta, GA",,N668DN,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 757
20181010X05635,DCA18WA302,2018-09-10,"Edinburgh, United Kingdom",,EI-GJT,,,0.0,0.0,0.0,0.0,Boeing: 737
20180922X71035,DCA18CA289,2018-09-11,"Phoenix, AZ",Non-Fatal,N950NN,2.0,,0.0,0.0,1.0,2.0,Boeing: 737
20181016X82218,DCA18WA306,2018-09-12,"Belgrade, Suriname",,SU-GCO,,,0.0,0.0,0.0,0.0,Boeing: 737
20180930X74327,WPR18WA277,2018-09-12,"Abuja, Nigeria",Non-Fatal,5N-BOD,,,0.0,0.0,0.0,6.0,Gulfstream: GIV
20180922X70818,DCA18WA288,2018-09-16,"Frankfurt, Germany",Non-Fatal,TC-ACM,,,0.0,0.0,0.0,2.0,Boeing: 747
20181015X10844,DCA18CA303,2018-09-20,"Houston, TX",,N233SW,2.0,,0.0,0.0,0.0,0.0,Embraer: EMB120
20181016X81128,DCA18WA304,2018-09-20,"Mumbai, India",Non-Fatal,VT-JGS,,,0.0,0.0,0.0,173.0,Boeing: 737
20180925X01452,CEN18FA386,2018-09-24,"Rainy Pass, AK",Fatal,N1738R,1.0,Reciprocating,1.0,0.0,0.0,0.0,Cessna: U206
20181009X10416,DCA18CA299,2018-09-24,"Newark, NJ",Non-Fatal,N13113,2.0,Turbo Fan,0.0,0.0,1.0,176.0,Boeing: 757
20181001X05544,DCA18WA296,2018-09-26,"Tijuana, Mexico",Non-Fatal,XA-VOW,,,0.0,6.0,0.0,166.0,Airbus: A320
20181001X90405,DCA18CA294,2018-09-26,"Dallas, TX",Non-Fatal,N994AN,2.0,Turbo Fan,0.0,0.0,1.0,185.0,Airbus: A321
20181016X81715,DCA18WA305,2018-09-26,"Chattogram, Bangladesh",Non-Fatal,S2-AJA,,,0.0,0.0,0.0,173.0,Boeing: 737
20180928X51314,DCA18RA292,2018-09-28,"Chuuk, Micronesia (Federated States of)",Fatal,P2-PXE,,,1.0,11.0,4.0,31.0,Boeing: 737
20181010X02800,DCA18WA300,2018-09-28,"Diagoras, Hungary",,N917XA,2.0,,0.0,0.0,0.0,0.0,Boeing: 737
20181009X85244,DCA18WA298,2018-09-30,"Sydney, Australia",,VH-VFX,,,0.0,0.0,0.0,0.0,Airbus: A320
20181016X82658,DCA19WA009,2018-10-02,"Zagreb, Croatia",Non-Fatal,TC-AMP,,,0.0,1.0,0.0,179.0,Boeing: 737
20181010X84616,ANC19CA002,2018-10-03,"Gambell, AK",Non-Fatal,N575Q,2.0,Turbo Prop,0.0,0.0,0.0,9.0,Hawker Beechcraft: 1900
20190215X54426,DCA19WA083,2018-10-08,"Bangkok, Thailand",Non-Fatal,HS-TGF,,,0.0,0.0,0.0,116.0,Boeing: 747
20181017X62045,DCA19WA011,2018-10-09,"Brisbane, Australia",,VH-YFW,,,0.0,0.0,0.0,0.0,Boeing: 737
20181012X11804,DCA19CA006,2018-10-11,"San Jose, CA",Non-Fatal,N734SA,2.0,Turbo Fan,0.0,0.0,1.0,121.0,Boeing: 737
20181015X45430,DCA19WA008,2018-10-11,"Perth, Australia",,9V-OJE,,,0.0,0.0,0.0,0.0,Boeing: 787
20181015X12601,DCA19WA007,2018-10-12,"Tamil Nadu, India",,VT-AYD,,,0.0,0.0,0.0,0.0,Boeing: 737
20181017X61323,DCA19CA010,2018-10-12,"Denver, CO",Non-Fatal,N926FR,2.0,,0.0,1.0,1.0,22.0,Airbus: A319
20181024X42126,DCA19WA013,2018-10-12,"East Midlands, United Kingdom",,G-JMCR,,,0.0,0.0,0.0,0.0,Boeing: 737
20181204X80629,DCA19WA033,2018-10-12,"Leicestershire, United Kingdom",,G-JMCR,,,0.0,0.0,0.0,0.0,Boeing: 737
20181016X60635,DCA19CA207,2018-10-15,"Albany, NY",Non-Fatal,N7816B,2.0,,0.0,0.0,1.0,142.0,Boeing: 737
20190813X53645,DCA19WA196,2018-10-15,"New Delhi, India",Non-Fatal,VT-ALN,,,0.0,0.0,1.0,0.0,Boeing: 777
20190130X05148,DCA19WA071,2018-10-16,"Kolkata, India",,N578UP,,,0.0,0.0,0.0,0.0,Boeing: 747
20181026X33829,DCA19WA015,2018-10-20,"Hong Kong, China",Non-Fatal,VT-ANE,,,0.0,0.0,0.0,207.0,Boeing: 787
20181029X04746,DCA19RA017,2018-10-29,"Jakarta, Indonesia",Fatal,PK-LQP,,,188.0,0.0,0.0,0.0,Boeing: 737
20191120X02914,ERA19WA288,2018-10-30,"Miranda, Brazil",Non-Fatal,PT-UJI,,Reciprocating,0.0,0.0,0.0,1.0,Embraer: EMB-202
20181031X51508,DCA19WA020,2018-10-31,"Paris, France",,N817NW,2.0,,0.0,0.0,0.0,0.0,Airbus: A330
20181109X13756,DCA19WA022,2018-11-05,"Callao, Peru",,YV2928,,,0.0,0.0,0.0,0.0,Boeing: 737
20181107X82534,DCA19WA021,2018-11-07,"Halifax, Canada",Non-Fatal,N908AR,,,0.0,0.0,0.0,4.0,Boeing: 747
20181113X04447,DCA19RA025,2018-11-09,"Georgetown, Guyana",,N524AT,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 757
20181112X03415,DCA19WA023,2018-11-11,"Bara, Portugal",Non-Fatal,P4-KCJ,,,0.0,0.0,0.0,2.0,Embraer: 190
20210401102850,DCA21WA112,2018-11-17,"Buenos Aires, Argentina",Non-Fatal,LV-HFR,,,0.0,0.0,0.0,150.0,Boeing: 737
20181126X95421,DCA19WA026,2018-11-22,"La Paz, Saint Barthelemy",Non-Fatal,OB2041,,,0.0,0.0,0.0,127.0,Boeing: 737
20181124X14130,WPR19IA030,2018-11-24,"Bakersfield, CA",Non-Fatal,N781FE,1.0,Turbo Prop,0.0,1.0,0.0,0.0,Cessna: 208
20190129X85840,DCA19WA068,2018-11-25,"Yogyakarta, Indonesia",,PK-GFY,,,0.0,0.0,0.0,0.0,Boeing: 737
20181203X05042,ENG19WA005,2018-11-26,"Addis Ababa, Ethiopia",,ET-AMG,,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 767
20190114X05809,ERA19WA087,2018-11-30,"Sao Paulo, Brazil",Fatal,PR-JEE,1.0,Reciprocating,2.0,0.0,0.0,0.0,Cessna: 210
20181206X02227,DCA19CA035,2018-12-01,"New York, NY",,N202PS,,,0.0,0.0,0.0,0.0,Bombardier: CL 600 2B19
20181206X51048,DCA19CA037,2018-12-02,"LAS Vegas, NV",Non-Fatal,N632NK,2.0,,0.0,0.0,1.0,162.0,Airbus: A320
20181206X53303,DCA19CA038,2018-12-03,"Chicago, IL",Non-Fatal,N868NN,2.0,,0.0,0.0,1.0,146.0,Boeing: 737
20181206X81036,DCA19CA034,2018-12-04,"SUNNS intersection, Osaka, Japan",Non-Fatal,N193DN,2.0,,0.0,2.0,1.0,92.0,Boeing: 767
20181206X45642,DCA19IA036,2018-12-06,"Burbank, CA",Non-Fatal,N752SW,2.0,Turbo Fan,0.0,0.0,0.0,117.0,Boeing: 737
20190129X31515,ENG19WA011,2018-12-10,"Jaipur, India",,VT-ITR,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A320
20181212X75337,DCA19WA043,2018-12-11,"Hong Kong, Hong Kong",,C-FITW,,,0.0,0.0,0.0,0.0,Boeing: 777
20181213X10104,ENG19RA007,2018-12-11,"Brussels, Belgium",,OO-SFU,,,0.0,0.0,0.0,0.0,Airbus: A330
20181214X73427,DCA19WA044,2018-12-12,"Tijuana, Mexico",,XA-ADV,,,0.0,0.0,0.0,0.0,Boeing: 737
20181220X84552,DCA19WA047,2018-12-13,"Taipei, Taiwan (Province of China)",,B18717,,,0.0,0.0,0.0,0.0,Boeing: 747
20181221X55830,DCA19WA049,2018-12-20,"Belo Horizonte, Brazil",,PT-MUG,,,0.0,0.0,0.0,0.0,Boeing: 777
20181231X83632,DCA19WA057,2018-12-21,"Delhi Airspace, India",,N919CA,,,0.0,0.0,0.0,0.0,Boeing: 747-428
20181228X64015,ENG19IA008,2018-12-26,"Busan, South Korea",,HL8314,,,0.0,0.0,0.0,0.0,Airbus: A220
20181231X63848,DCA19CA066,2018-12-31,"Charlotte, NC",,N938UW,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 757
20190129X21012,ENG19WA010,2019-01-03,"Chennai, India",,VT-ITW,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A320
20210310102738,ENG21WA016,2019-01-03,"Lagos, Nigeria",Non-Fatal,5N-AIS,,,0.0,0.0,0.0,119.0,Boeing: 737
20190208X10711,DCA19CA079,2019-01-08,"Denver, CO",,N220FR,2.0,,0.0,0.0,0.0,0.0,Airbus: A320
20190129X43210,ERA19WA092,2019-01-12,"Campinas do Sul County, Brazil",Fatal,PR-MJA,1.0,Reciprocating,1.0,0.0,0.0,0.0,Piper: PA25
20190122X04507,DCA19WA054,2019-01-20,"Dubai, Turks And Caicos",,Z-GAA,,,0.0,0.0,0.0,0.0,Mcdonnell Douglas: MD11
20190129X14158,ENG19WA009,2019-01-21,"Lucknow, India",,VT-ITQ,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A320
20190129X40818,ERA19WA090,2019-01-21,"Jaguare County, Brazil",Fatal,PR-FBA,,,1.0,0.0,0.0,0.0,Piper: PA25
20190129X84331,DCA19WA067,2019-01-21,"Ndjili, Central Africa",,9S-AHJ,,,0.0,0.0,0.0,0.0,Boeing: 737
20190130X94935,DCA19LA070,2019-01-29,"Tuscaloosa, AL",Non-Fatal,N720CK,3.0,Turbo Fan,0.0,0.0,0.0,4.0,Boeing: 727 200
20190327X80000,DCA19WA127,2019-01-29,"Frankfurt, Germany",,EIGXG,,,0.0,0.0,0.0,0.0,Boeing: 737
20190205X55142,DCA19WA072,2019-02-03,"Casablanca, Macao",,CN-RAM,,,0.0,0.0,0.0,0.0,Boeing: 787
20190305X42937,DCA19CA090,2019-02-03,"Pacific Ocean, PO",Non-Fatal,N26909,,,0.0,0.0,1.0,220.0,Boeing: 787
20190205X55712,DCA19CA075,2019-02-05,"Bluefields, Niue",Non-Fatal,N852NN,2.0,,0.0,1.0,1.0,117.0,Boeing: 737
20190214X91846,ENG19WA012,2019-02-06,"Lahore, Pakistan",,VNA-621,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A321
20190215X60107,DCA19WA084,2019-02-10,"Nurenburg, Germany",Non-Fatal,D-ABMQ,,,0.0,1.0,0.0,185.0,Boeing: 737
20190214X42337,DCA19CA081,2019-02-13,"Reno, NV",Non-Fatal,N613CZ,,Turbo Fan,0.0,4.0,1.0,59.0,Embraer: ERJ170
20190214X45738,DCA19WA082,2019-02-13,"Albania, Albania",,F-GZHM,,,0.0,0.0,0.0,0.0,Boeing: 737
20190225X83007,ANC19TA014,2019-02-13,"Anchorage, AK",Non-Fatal,N40449,,Reciprocating,0.0,0.0,1.0,2.0,Piper: PA32R
20190311X20635,WPR19LA094,2019-02-15,"Montague, CA",Non-Fatal,N5849C,2.0,Reciprocating,0.0,0.0,0.0,1.0,Cessna: 402
20190301X44936,DCA19WA087,2019-02-16,"Pontianak, Indonesia",,PK-LPS,,,0.0,0.0,0.0,0.0,Boeing: 737
20190306X80709,DCA19CA091,2019-02-18,"Franklin, TN",Non-Fatal,N3730B,2.0,Turbo Fan,0.0,1.0,1.0,143.0,Boeing: 737
20190222X84313,ENG19IA013,2019-02-21,"Orlando, FL",Non-Fatal,N30401,2.0,Turbo Fan,0.0,0.0,0.0,181.0,Boeing: 737
20190307X13850,DCA19WA093,2019-02-21,"Capetown, South Africa",,ZS-DMI,,,0.0,0.0,0.0,0.0,Boeing: 737
20190223X60222,DCA19MA086,2019-02-23,"Trinity Bay, TX",Fatal,N1217A,2.0,Turbo Fan,3.0,0.0,0.0,0.0,Boeing: 767
20190718X13216,DCA19WA182,2019-02-26,"London, United Kingdom",,EI-DPK,,,0.0,0.0,0.0,0.0,Boeing: 737
20190301X50148,DCA19CA088,2019-02-27,"Honolulu, HI",Non-Fatal,N771AN,2.0,,0.0,1.0,1.0,217.0,Boeing: 777
20200507X01709,ENG19WA045,2019-02-28,"Devon, United Kingdom, United Kingdom",,G-FBEJ,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Embraer: ERJ190
20190307X64617,DCA19WA099,2019-03-03,"Ourgla, Antigua and Barbuda",,7T-VIO,,,0.0,0.0,0.0,0.0,Hawker Beechcraft: 1900
20190304X65511,DCA19FA089,2019-03-04,"Presque Isle, ME",Non-Fatal,N14171,,,0.0,3.0,0.0,28.0,Embraer: EMB145
20190313X55023,DCA19WA108,2019-03-04,"Halifax, Canada",,C-FTCA,,,0.0,0.0,0.0,0.0,Boeing: 767
20190415X00311,ENG19WA020,2019-03-07,"Lucknow, India",,VT-WGT,,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A320
20190310X83114,ERA19WA121,2019-03-09,"Vereda La Bendicion, Colombia",Fatal,HK2494,,,14.0,0.0,0.0,0.0,Mcdonnell Douglas: DC3
20190319X43344,DCA19WA114,2019-03-09,"Taiwan, Taiwan (Province of China)",,B-18211,,,0.0,0.0,0.0,0.0,Boeing: 747
20190310X63916,DCA19RA101,2019-03-10,"Addis Ababa, Ethiopia",Fatal,ET-AVJ,,,157.0,0.0,0.0,0.0,Boeing: 737
20190311X35306,DCA19CA102,2019-03-10,"Charlotte, NC",Non-Fatal,N530EA,,,0.0,1.0,0.0,130.0,Bombardier: CL 600 2C10
20190311X61805,DCA19CA105,2019-03-11,"Atlanta, GA",Non-Fatal,N3756,2.0,,0.0,0.0,0.0,406.0,Boeing: 737
20190401X23202,DCA19WA131,2019-03-15,"Jogyakarta, Indonesia",,PK-GFL,,,0.0,0.0,0.0,0.0,Boeing: 737
20190321X84610,GAA19CA174,2019-03-21,"Atmautluak, AK",Non-Fatal,N5544F,1.0,Reciprocating,0.0,0.0,0.0,5.0,Piper: PA32R
20190401X22022,DCA19WA129,2019-03-24,"Santa Cruz de la Sierra, Saint Barthelemy",,CP-3020,,,0.0,0.0,0.0,0.0,Boeing: 737
20190506X73508,DCA19WA144,2019-03-26,"Las Palmas, Spain",,G-TAWA,,,0.0,0.0,0.0,0.0,Boeing: 737
20190401X22803,DCA19CA130,2019-03-28,"Nashville, TN",,N249WN,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 737
20190409X53355,ENG19WA018,2019-04-01,"Jaipur, India",,VT-IVB,,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A320
20190409X45608,ENG19WA017,2019-04-02,"Pune, India",,VT-ITG,,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A320
20190506X84901,DCA19CA146,2019-04-05,"Atlanta, GA",,N977DL,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Mcdonnell Douglas: MD88
20190411X53531,DCA19LA134,2019-04-11,"New York, NY",Non-Fatal,N114NN,2.0,,0.0,0.0,0.0,110.0,Airbus: A321
20190412X45210,DCA19CA137,2019-04-12,"Fort Meyers, FL",Non-Fatal,N31412,2.0,,0.0,0.0,1.0,107.0,Boeing: 737
20190415X62333,ANC19LA016,2019-04-12,"Bethel, AK",Non-Fatal,N4466T,1.0,Reciprocating,0.0,0.0,0.0,4.0,Piper: PA-32-300
20190516X24200,GAA19CA268,2019-04-19,"Saipan,",Non-Fatal,N4599X,1.0,Reciprocating,0.0,0.0,0.0,4.0,Piper: PA32
20190506X82424,DCA19WA145,2019-04-26,"Bogota, Colombia",,HK5026,,,0.0,0.0,0.0,0.0,Boeing: 737
20190503X04736,ENG19WA023,2019-04-28,"Johannesburg, South Africa",Non-Fatal,Z-WPF,2.0,Turbo Fan,0.0,0.0,0.0,104.0,Boeing: 767
20200519X93321,DCA19WA222,2019-05-02,"Narita, Japan",Non-Fatal,HL8021,,,0.0,0.0,1.0,185.0,Boeing: 737
20190504X04947,DCA19MA143,2019-05-04,"Jacksonville, FL",Non-Fatal,N732MA,2.0,Turbo Fan,0.0,1.0,0.0,142.0,Boeing: 737
20190618X21855,ANC19WA023,2019-05-04,"Smithers, Canada",Fatal,C-FLVN,1.0,Reciprocating,3.0,0.0,1.0,0.0,Cessna: 182
20190506X61405,CEN19WA137,2019-05-05,"COAHUILA, Mexico",Fatal,N601VH,,,14.0,0.0,0.0,0.0,Canadair: CL 600 2B16
20190514X85601,ERA19IA178,2019-05-09,"Savannah, GA",Non-Fatal,N744AT,2.0,Turbo Jet,0.0,0.0,0.0,7.0,Cessna: 550
20190514X70427,CEN19MA141,2019-05-13,"Ketchikan, AK",Fatal,N952DB,1.0,Reciprocating,6.0,1.0,9.0,0.0,Dehavilland: DHC-2
20190521X92202,DCA19WA150,2019-05-13,"Derby, Australia",Non-Fatal,unknown,,Turbo Fan,0.0,0.0,0.0,244.0,Airbus: A330
20190624X73537,DCA19WA172,2019-05-13,"Seoul, South Korea",Non-Fatal,HL7726,,,0.0,0.0,1.0,82.0,Boeing: 737
20190520X14645,ANC19FA019,2019-05-20,"Metlakatla, AK",Fatal,N67667,1.0,Reciprocating,2.0,0.0,0.0,0.0,Dehavilland: DHC 2
20190528X32306,DCA19CA151,2019-05-25,"Waycross, GA",Non-Fatal,N8697C,2.0,Turbo Fan,0.0,1.0,1.0,126.0,Boeing: 737-8H4
20190529X03310,WPR19WA156,2019-05-26,"Mount Isa, Australia",Fatal,VH-SUX,,,2.0,0.0,0.0,0.0,Cessna: T210
20190618X94529,ENG19WA026,2019-05-30,"Chek Lap Kok, Hong Kong",,B-18352,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A330
20190605X85919,DCA19WA156,2019-06-01,"Unknown, Japan",Non-Fatal,JA828A,,,0.0,0.0,0.0,163.0,Boeing: 787
20190607X13136,DCA19WA160,2019-06-04,"Brussels, Belgium",Non-Fatal,G-JMCR,,,0.0,0.0,0.0,2.0,Boeing: 737
20190613X74751,DCA19WA162,2019-06-05,"Singapore, Senegal",,HS-KMC,,,0.0,0.0,0.0,0.0,Boeing: 737
20190619X25315,DCA19CA169,2019-06-09,"Denver, CO",,N75436,2.0,,0.0,0.0,0.0,0.0,Boeing: 737
20190617X92437,DCA19CA167,2019-06-15,"Newark, NJ",,N26123,2.0,,0.0,0.0,0.0,0.0,Boeing: 757
20190627X10605,DCA19WA175,2019-06-15,"Lagos, Nigeria",Non-Fatal,5N-BUK,,,0.0,0.0,0.0,113.0,Boeing: 737
20191119X25400,ENG19WA039,2019-06-15,"Manaus, Brazil",Non-Fatal,PR-MPN,,,0.0,1.0,0.0,37.0,Atr: ATR42
20190617X11841,DCA19CA168,2019-06-17,"Pittsburgh, PA",,N8608N,,,0.0,0.0,0.0,0.0,Boeing: 737-8H4
20190627X03647,DCA19WA174,2019-06-18,"Birmingham, United Kingdom",,YR-BMJ,,,0.0,0.0,0.0,0.0,Boeing: 737
20190625X53513,DCA19WA173,2019-06-20,"Bandung, Indonesia",Non-Fatal,9M-LCK,,,0.0,0.0,0.0,122.0,Boeing: 737
20190628X14311,ANC19LA028,2019-06-27,"Ketchikan, AK",Non-Fatal,N94DC,1.0,Reciprocating,0.0,0.0,0.0,5.0,Dehavilland: DHC-2
20190710X94859,ENG19WA028,2019-06-29,"Delhi, India",,VT-ITP,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A320
20190718X10740,DCA19WA180,2019-06-30,"Mangalore, India",,VT-AYA,,,0.0,0.0,0.0,0.0,Boeing: 737
20190715X70511,DCA19WA176,2019-07-02,"Mumbai, India",,VT-SYK,,,0.0,0.0,0.0,0.0,Boeing: 737
20190718X11612,DCA19WA181,2019-07-03,"London, United Kingdom",,GY-MMU,,,0.0,0.0,0.0,0.0,Boeing: 777
20190806X82223,DCA19WA190,2019-07-03,"London, United Kingdom",Non-Fatal,G-YMMU,,,0.0,0.0,0.0,272.0,Boeing: 777
20200227X61441,CEN19WA338,2019-07-07,"Waterford, Ireland",,EI-JSK,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Gulfstream: GULFSTREAM GVI
20190708X12801,ANC19LA031,2019-07-08,"Bethel, AK",Non-Fatal,N9448B,1.0,Turbo Prop,0.0,6.0,0.0,0.0,Cessna: 208
20190718X14025,DCA19WA183,2019-07-09,"Harare, Zimbabwe",,PH-CKA,,,0.0,0.0,0.0,0.0,Boeing: 747
20190718X15108,DCA19WA184,2019-07-11,"San Jose, Philippines",Non-Fatal,N86534,2.0,,0.0,0.0,0.0,156.0,Boeing: 737
20190715X65716,DCA19WA177,2019-07-12,"Kiev, Ukraine",,EW336PA,,,0.0,0.0,0.0,0.0,Boeing: 737
20200324X10253,ENG19WA043,2019-07-15,"Goa, India",,VT-ITU,2.0,Geared Turbofan,0.0,0.0,0.0,0.0,Airbus: A320
20190904X11028,ANC19LA049,2019-07-17,"Talkeetna, AK",Non-Fatal,N121EE,,Reciprocating,0.0,0.0,0.0,5.0,Cessna: A185
20190721X02950,ANC19FA035,2019-07-19,"Seldovia, AK",Fatal,N68083,1.0,Reciprocating,1.0,4.0,1.0,1.0,Dehavilland: BEAVER DHC 2
20190724X23036,GAA19CA451,2019-07-21,"St. Louis, MO",Non-Fatal,N300SN,2.0,Reciprocating,0.0,0.0,0.0,9.0,Cessna: 402
20191001X40249,ENG19WA036,2019-07-22,"Islamabad, Pakistan",,A7-ACG,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A330
20190724X32908,WPR19WA199,2019-07-22,"Cangkring, Indonesia",Fatal,PK-WUG,,,1.0,0.0,1.0,0.0,Cessna: 172
20190805X55405,DCA19CA189,2019-07-22,"San Juan, PR",Non-Fatal,N663UA,2.0,,0.0,1.0,1.0,216.0,Boeing: 767
20190924X44644,OPS19WA018,2019-07-22,"London, United Kingdom",,YL-LCQ,,,0.0,0.0,0.0,0.0,Airbus: A321
20190726X91707,DCA19CA186,2019-07-23,"San Francisco, CA",,N57852,2.0,,0.0,0.0,0.0,0.0,Boeing: 757
20190801X04456,ENG19IA029,2019-07-25,"Perrigny-sur-Armancon, France",Non-Fatal,HB-JCM,2.0,Geared Turbofan,0.0,0.0,0.0,121.0,Airbus: A220
20190809X92410,ANC19WA043,2019-07-26,"Bella Bella, Canada",Fatal,C-GURL,1.0,Turbo Prop,4.0,0.0,5.0,0.0,Cessna: 208
20190813X05139,ANC19LA045,2019-08-01,"Buckland, AK",Non-Fatal,N451CE,4.0,Reciprocating,0.0,0.0,0.0,3.0,Mcdonnell Douglas: C 118A
20190813X51350,DCA19WA195,2019-08-03,"El Alto, Saint Barthelemy",Non-Fatal,CP-3077,,,0.0,0.0,0.0,99.0,Boeing: 737
20190808X43724,DCA19CA192,2019-08-06,"San Francisco, CA",,N37437,2.0,,0.0,0.0,0.0,0.0,Boeing: 737
20190808X62316,DCA19LA193,2019-08-08,"Orlando, FL",Non-Fatal,N717FR,2.0,,0.0,0.0,0.0,232.0,Airbus: A321
20190816X35649,DCA19CA198,2019-08-08,"Charlottesville, VA",Non-Fatal,N505JB,2.0,,0.0,0.0,1.0,154.0,Airbus: A320
20200324X23439,ENG19WA042,2019-08-09,"Varanasi, India",,VT-IZT,2.0,Geared Turbofan,0.0,0.0,0.0,0.0,Airbus: A320
20190811X34546,WPR19LA217,2019-08-10,"Prospect, OR",Non-Fatal,N5152U,1.0,Reciprocating,0.0,0.0,0.0,2.0,Cessna: 206
20190814X63051,DCA19WA197,2019-08-10,"Rome, Italy",Non-Fatal,LN-LND,,,0.0,0.0,0.0,298.0,Boeing: 787
20190819X55827,DCA19WA202,2019-08-15,"Shannon, Ireland",Non-Fatal,N378AX,2.0,Turbo Fan,0.0,1.0,0.0,158.0,Boeing: 767
20190822X91454,DCA19WA203,2019-08-15,"Beijing, China",Non-Fatal,JA808A,,,0.0,1.0,1.0,223.0,Boeing: 787
20190821X22448,ENG19WA032,2019-08-17,"Nassau, Bahamas",,N335NW,,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A320
20190818X23637,ANC19LA046,2019-08-18,"Lahaina, HI",Non-Fatal,N879MA,1.0,Turbo Prop,0.0,0.0,0.0,10.0,Cessna: 208B
20190819X52614,DCA19WA201,2019-08-18,"Ponta Delgada, Portugal",Non-Fatal,N543US,2.0,Turbo Fan,0.0,0.0,0.0,159.0,Boeing: 757
20200324X12359,ENG19WA044,2019-08-19,"Guwahati, India",,VT-IVO,2.0,Geared Turbofan,0.0,0.0,0.0,0.0,Airbus: A320
